CountryRegionName;EDAD;Gender;MaritalStatus;NumberCarsOwned;TotalChildren;BikeBuyer;AvgMonthSpend;
United Kingdom;52;M;M;2;2;1;54.09;
United States;43;F;M;1;2;1;52.41;
France;45;F;S;1;0;0;50.25;
Australia;24;F;S;0;0;1;51.11;
United States;36;F;M;2;1;1;50.3;
United States;47;M;S;1;0;1;59.42;
United States;44;M;M;2;0;1;61.33;
Australia;43;F;M;1;2;0;49.59;
France;33;M;S;1;0;0;46.52;
Canada;45;F;M;1;2;0;48.86;
United States;39;F;M;3;2;1;51.96;
United States;35;F;M;3;1;1;51.04;
United States;47;F;S;1;0;0;49.23;
France;33;M;M;1;1;1;52.08;
United States;37;F;S;0;0;0;47.79;
Australia;24;M;M;2;0;1;50.51;
United States;40;M;S;1;0;0;52.81;
Australia;60;F;M;1;2;1;50.57;
Australia;42;F;M;2;2;1;52.29;
Canada;42;M;M;1;1;0;45.46;
United States;29;F;S;0;0;0;49.6;
Canada;48;M;S;0;0;1;60.7;
Germany;52;M;M;2;2;1;53.6;
Australia;28;M;S;1;0;0;55.59;
Germany;53;F;M;1;2;0;45.61;
Australia;33;F;M;2;2;1;51.62;
France;35;F;S;1;0;0;52.61;
United States;41;M;S;3;0;1;62.14;
United States;45;M;M;1;2;0;54.76;
Canada;50;F;S;0;0;1;51.32;
France;43;M;M;0;1;1;55.35;
Australia;56;F;S;2;0;1;53.57;
Germany;37;M;S;2;0;1;49.15;
Australia;34;M;M;1;1;1;52.64;
United States;35;F;S;2;0;0;52.26;
United States;40;M;S;2;0;1;58.81;
United Kingdom;26;F;S;2;0;1;54.24;
Australia;40;F;S;2;0;1;51.93;
Australia;37;F;M;1;1;0;50.07;
Australia;46;M;M;1;2;1;53.1;
Germany;88;F;M;1;3;0;47.5;
United States;62;M;M;1;3;0;48.69;
Canada;50;F;S;1;0;0;51.6;
United States;52;F;M;1;2;0;53.83;
United States;59;F;S;3;1;1;52.99;
United States;41;F;S;1;0;0;49.75;
United States;30;F;S;0;0;1;52.59;
United States;43;M;M;3;2;0;52.38;
Germany;54;F;S;0;0;0;52.31;
United States;48;M;S;1;0;0;53.16;
United Kingdom;42;F;M;2;1;1;50.06;
United States;44;F;M;3;2;1;53.53;
Germany;45;F;M;2;2;1;55.43;
United Kingdom;36;F;M;1;1;1;50.75;
Australia;27;F;S;2;0;0;51.22;
United States;68;M;M;0;2;1;50.61;
United States;34;F;M;2;0;1;51.64;
United States;42;F;S;1;0;0;50.27;
Germany;47;M;M;2;2;1;51.92;
France;71;M;S;1;1;1;50.51;
Canada;30;M;S;1;0;1;50.1;
United States;39;F;M;1;1;1;47.82;
Australia;60;M;M;1;2;1;49.11;
Germany;24;M;S;1;0;0;47.08;
Australia;26;F;S;2;0;1;53.2;
United States;38;F;M;2;2;1;51.79;
Canada;67;M;M;2;3;0;52.59;
Germany;42;M;M;2;1;1;57.31;
United Kingdom;35;M;M;2;0;1;51.71;
United States;26;M;S;1;0;0;50.4;
Australia;56;F;S;1;0;0;48.19;
United States;41;M;M;1;2;0;52.2;
United States;28;M;S;1;0;0;51.8;
United States;59;M;M;2;2;0;50.71;
United States;34;F;M;1;1;0;50.37;
Australia;32;F;S;1;0;0;49.8;
Canada;52;M;M;2;2;0;51.71;
United States;55;F;M;2;2;1;49.99;
France;51;M;M;3;1;1;56.21;
United States;50;M;M;1;1;0;55.61;
United States;46;M;M;2;0;1;55.97;
United States;55;F;M;0;2;1;51.19;
France;45;M;M;1;1;0;57.68;
United Kingdom;50;M;S;2;0;1;55.07;
Australia;41;M;S;3;0;1;63.65;
United States;36;F;S;2;0;1;50.21;
Australia;37;F;M;2;2;1;48.78;
United Kingdom;60;F;M;1;2;0;50.32;
France;40;F;S;1;0;0;48.45;
United States;65;F;S;1;1;0;52.65;
United States;50;M;M;2;2;1;55.35;
Australia;45;F;M;0;2;0;51;
United Kingdom;38;M;M;0;2;1;54.03;
United States;52;F;M;2;1;1;47.97;
United States;69;M;S;0;1;1;50.59;
Germany;33;F;S;2;0;1;53.83;
Australia;36;M;S;1;0;1;51.76;
United States;34;F;M;2;2;1;52.71;
Germany;37;F;M;3;0;1;51.67;
United Kingdom;58;M;S;2;1;0;49.29;
Australia;53;M;M;0;2;0;57.58;
United States;53;F;M;2;2;1;53.33;
United States;38;M;S;2;0;1;55.13;
United States;26;M;M;3;0;1;50.36;
United Kingdom;40;F;M;0;2;1;50.23;
United States;44;F;M;2;1;1;50.8;
United States;51;M;M;1;1;1;46.85;
United Kingdom;31;F;S;2;0;0;53.45;
United States;31;M;S;1;0;0;53.38;
United Kingdom;61;F;M;2;3;0;50.64;
United States;41;M;S;2;0;0;55.26;
Germany;50;F;S;2;0;1;55.23;
United States;31;M;S;1;0;0;50.97;
United Kingdom;30;M;M;1;0;0;49.3;
United States;38;M;M;2;2;0;56.58;
United States;45;F;M;1;2;0;45.78;
United States;60;F;S;1;1;0;49.74;
Canada;48;F;M;3;1;1;49.74;
United States;34;F;S;1;0;0;53.12;
United States;53;F;M;2;2;1;51.34;
United States;29;F;M;2;0;1;48.67;
Germany;35;M;S;1;0;1;49.6;
United States;32;M;S;2;0;1;52.44;
Australia;61;F;S;2;1;1;49.97;
Canada;40;F;S;2;0;1;51.22;
United States;48;F;M;2;2;1;50.86;
United States;44;F;M;3;2;1;55.79;
Germany;44;M;M;2;2;1;57.83;
Australia;38;F;M;2;2;1;54.84;
United States;28;M;S;2;0;1;48.57;
Germany;46;M;M;2;2;0;50.55;
Germany;48;M;S;1;0;1;58.9;
Australia;38;F;M;0;2;0;48.31;
United States;27;M;S;0;0;0;45.44;
United States;61;F;M;3;2;1;50.07;
United States;49;M;S;2;0;1;61.97;
United Kingdom;41;F;M;0;2;0;50.19;
Australia;48;M;M;2;2;0;56.72;
Canada;50;F;M;1;2;1;48.52;
United States;60;F;M;2;2;0;48.6;
Australia;64;M;M;1;2;1;51.81;
France;55;F;M;3;1;1;51.4;
Germany;45;M;M;0;2;1;50.64;
United States;50;M;M;1;1;0;50.14;
Canada;51;F;S;1;0;0;51.3;
United States;33;F;S;0;0;1;55.21;
United States;42;F;S;2;0;1;52.8;
United States;39;M;M;2;2;1;60.17;
United Kingdom;36;M;S;0;0;0;49.05;
Canada;32;M;S;1;0;0;50.3;
Australia;27;F;S;0;0;1;48.12;
United States;31;M;S;1;0;1;51.77;
United States;67;M;M;0;2;0;48.43;
Australia;29;M;M;0;0;1;48.77;
Germany;32;M;S;2;0;0;50.11;
United States;47;F;M;2;2;1;51.99;
United Kingdom;43;M;M;1;2;0;50.44;
United States;60;M;M;1;3;0;50.57;
United States;33;F;M;1;1;0;46.12;
United States;59;F;M;1;2;0;48.43;
Australia;31;M;S;0;0;0;46.47;
United Kingdom;54;F;M;3;2;0;50.71;
United States;45;M;M;1;1;0;57.9;
Australia;63;F;S;1;1;0;47.65;
Germany;27;F;M;1;0;1;49.36;
France;52;F;M;2;2;1;49.59;
Canada;44;M;M;3;2;1;54.23;
United States;41;M;S;2;0;1;49.82;
Australia;26;M;M;2;0;0;49.26;
Australia;36;F;M;0;2;0;45.73;
United Kingdom;34;M;M;2;2;1;53.64;
France;47;F;S;2;0;1;52.48;
United States;45;M;S;2;0;1;56.91;
United Kingdom;58;M;M;0;2;0;50.28;
United States;37;F;M;1;2;1;52.67;
United States;31;M;M;0;0;0;45.88;
Australia;24;M;S;0;0;0;47.59;
France;46;M;S;0;0;1;56.77;
Australia;64;F;M;0;2;0;49.66;
Australia;24;M;S;1;0;1;53.83;
United States;35;F;M;2;2;1;52.28;
Germany;36;F;S;0;0;0;51.73;
United States;39;F;S;1;0;0;53.61;
Australia;27;M;M;2;0;0;50.53;
United States;45;F;M;3;2;1;53.74;
Canada;42;M;M;1;1;1;48.26;
Canada;53;M;S;1;0;0;55.38;
United Kingdom;61;F;M;0;2;1;49.9;
France;46;M;M;2;2;1;60.36;
United Kingdom;32;F;S;1;0;0;53.54;
Australia;31;F;M;1;0;0;51.61;
United Kingdom;53;M;M;0;2;0;54.59;
France;49;F;M;2;2;1;48.98;
Germany;52;F;S;2;0;1;51.18;
Canada;29;F;M;2;0;0;50.63;
Canada;42;F;S;0;0;0;47.05;
United States;54;M;M;2;2;1;54.83;
United States;69;F;M;2;2;1;52.12;
Australia;34;M;M;2;2;1;51.93;
United Kingdom;41;F;S;0;0;1;51.07;
United Kingdom;46;F;M;2;1;1;53.93;
United States;61;F;M;1;2;0;50.19;
Australia;32;M;M;0;1;0;45.16;
United Kingdom;44;F;M;2;2;1;50.81;
United States;53;M;M;3;2;0;55.82;
United States;28;M;M;0;0;0;45.61;
Australia;39;M;S;0;0;1;53.88;
Germany;32;M;M;0;1;0;48.97;
Australia;46;F;S;0;0;1;55.93;
Canada;31;F;S;3;0;0;51.92;
United States;48;M;M;2;2;1;59.05;
United States;37;M;S;2;0;0;53.95;
United Kingdom;54;F;M;1;2;1;53.64;
United States;65;M;S;3;1;1;49.9;
France;33;F;S;0;0;1;50.47;
Australia;48;M;S;0;0;1;59.8;
United States;52;F;M;0;2;0;46.83;
United Kingdom;25;F;S;2;0;1;51.81;
Canada;32;M;S;0;0;1;50.55;
United States;28;F;S;0;0;0;53.41;
Germany;63;F;M;0;2;1;51.42;
United States;57;M;S;0;1;1;48.74;
Germany;35;F;S;2;0;1;51.65;
United States;34;F;M;2;0;1;51.85;
United States;52;F;M;1;1;0;49.11;
United Kingdom;36;F;M;1;1;1;53.25;
Germany;41;F;S;1;0;0;53.78;
Australia;34;F;S;2;0;1;52.64;
Germany;29;M;S;2;0;1;54.23;
United States;39;M;M;0;1;0;53.25;
Australia;45;M;S;1;0;0;52.97;
Australia;28;F;S;3;0;0;53.65;
United States;76;F;S;2;1;1;49.8;
United States;53;F;M;1;2;1;48.31;
Australia;62;F;M;2;2;1;51.05;
France;29;F;S;3;0;0;53.22;
Canada;49;M;S;1;0;1;55.83;
Australia;43;F;S;0;0;0;44.16;
Canada;46;F;S;0;0;0;50.23;
United Kingdom;41;F;M;0;1;1;52.13;
United States;30;F;S;2;0;1;51.13;
Australia;34;M;M;1;2;0;48.88;
United States;54;M;S;2;0;1;52.64;
United States;54;M;M;1;2;1;50.91;
France;38;M;S;1;0;0;63.94;
United States;50;M;M;2;2;0;50.34;
Canada;53;F;M;1;2;1;49.22;
France;25;F;S;2;0;1;53.63;
Germany;57;F;M;0;2;1;46.31;
Canada;39;M;S;1;0;0;48.07;
Australia;49;M;S;1;0;1;58.65;
United States;60;F;S;0;1;0;46.76;
United States;65;F;S;1;1;0;51.68;
Australia;46;M;M;0;2;1;51.81;
United States;52;M;M;1;2;1;50.8;
United Kingdom;26;F;S;0;0;0;53.26;
United States;54;F;M;2;2;1;52.34;
United States;44;F;S;2;0;1;51.47;
Canada;30;F;S;0;0;1;47.8;
United States;38;M;S;0;0;0;62.38;
Canada;56;F;S;1;0;0;46.19;
United States;56;M;M;2;1;0;49.52;
Canada;50;F;M;1;2;1;48.74;
Canada;57;M;M;1;2;0;47.92;
United States;38;F;S;2;0;1;53.49;
United States;51;F;M;1;2;1;52.02;
United States;38;M;S;0;0;1;55.03;
United States;27;F;S;1;0;0;50.51;
United States;46;F;S;1;0;0;47.85;
Australia;48;M;M;3;2;1;56.48;
United States;33;F;M;3;0;1;51.25;
Australia;45;F;M;0;2;1;51.08;
Germany;49;M;M;0;2;1;51.15;
United Kingdom;50;F;M;0;2;0;48.02;
Germany;55;F;M;1;2;0;48.68;
United States;47;F;M;2;1;1;47.65;
Canada;33;F;M;2;0;1;51.97;
France;32;M;S;1;0;0;48.7;
Australia;53;M;M;2;2;1;55.7;
United Kingdom;34;F;S;0;0;1;54.24;
United States;24;F;S;2;0;1;51.64;
United Kingdom;47;F;S;1;0;0;50.3;
Germany;35;F;M;1;2;1;48.17;
United States;33;F;M;0;1;0;44.66;
United States;46;M;M;1;1;0;49.96;
United States;35;F;S;1;0;0;52.68;
United States;48;M;S;2;0;1;50.75;
Australia;39;M;M;1;2;1;56.67;
France;60;M;M;1;2;0;48.09;
United States;55;M;M;0;2;0;51.88;
United States;47;F;M;2;2;1;50.34;
United States;52;F;M;1;2;1;53.59;
France;61;F;M;1;2;1;49.5;
Canada;44;M;S;0;0;1;53.35;
United States;56;M;S;2;0;1;62.25;
United States;65;M;M;1;2;1;53.18;
United States;33;F;M;2;2;1;53.33;
Germany;55;M;M;1;2;1;54.06;
France;38;M;M;2;1;1;58.36;
United Kingdom;33;M;S;1;0;0;52.73;
Australia;42;F;S;1;0;0;49.52;
Australia;34;F;M;2;2;1;48.02;
Australia;32;F;S;2;0;1;51.45;
United Kingdom;44;F;M;3;2;1;51.12;
United Kingdom;47;F;M;2;1;1;50.52;
Australia;45;F;S;1;0;0;50.36;
Germany;53;M;M;1;2;0;51.45;
United States;54;M;M;1;2;1;58.78;
Australia;39;F;M;3;2;1;51.17;
United Kingdom;27;M;S;2;0;0;48.08;
United States;28;M;S;3;0;1;50.08;
United States;56;F;M;2;2;0;51.09;
Australia;43;M;M;1;2;1;50.76;
United States;50;M;M;3;2;1;62.37;
Germany;33;M;S;0;0;1;51.67;
Australia;28;F;S;1;0;0;54.82;
United States;49;F;M;2;2;1;49.74;
United States;49;M;M;0;2;0;47.56;
United States;50;F;S;0;0;0;48.61;
United Kingdom;38;M;S;3;0;1;53.16;
France;24;F;S;1;0;0;45.38;
Germany;50;F;S;1;0;0;50.92;
France;47;M;S;1;0;1;56.76;
Australia;31;F;M;1;0;0;48.84;
Australia;49;M;M;1;2;0;52;
United Kingdom;33;F;S;1;0;0;52.44;
Australia;38;F;S;2;0;1;49.5;
Australia;27;F;M;1;0;0;48.59;
Canada;65;F;S;2;1;1;55.55;
United States;38;M;S;1;0;0;55.61;
Canada;39;M;M;1;1;1;53.96;
United States;38;F;S;0;0;1;55.71;
France;38;F;S;2;0;1;51.68;
Australia;26;F;S;1;0;0;52.05;
Canada;31;F;S;2;0;1;54.46;
United States;27;M;M;3;0;1;49.51;
Germany;41;F;S;1;0;0;53.44;
France;40;F;S;1;0;0;52.57;
Australia;71;M;S;1;1;1;51.17;
France;50;F;M;1;2;1;54.4;
United Kingdom;42;M;S;1;0;0;59.07;
United States;26;M;M;0;0;0;46.36;
United States;32;F;M;1;2;0;50.85;
United States;29;M;S;2;0;1;53.92;
Germany;55;M;M;1;2;1;56.57;
United Kingdom;39;F;M;1;2;0;52.19;
Germany;26;M;M;0;0;0;48.42;
Canada;29;F;S;0;0;1;54.42;
France;53;F;M;1;2;1;47.12;
Australia;35;F;M;3;0;0;51.4;
Australia;42;F;M;0;1;1;53.48;
United States;71;M;M;1;2;1;50.92;
Germany;52;M;M;1;2;1;61.35;
Germany;39;F;M;1;2;1;52.94;
United States;45;F;M;0;2;1;54.43;
Australia;41;M;S;0;0;1;55.16;
Australia;29;M;M;2;0;1;50.48;
United States;49;M;M;2;2;1;57.33;
Australia;36;F;M;1;2;1;53.16;
Canada;27;F;S;0;0;0;46.15;
Germany;39;F;S;1;0;0;52.68;
United States;34;F;M;2;2;1;56.54;
Australia;59;M;M;2;2;0;48.37;
United States;46;F;M;1;1;0;49.12;
United States;52;F;M;0;1;0;46.48;
United Kingdom;36;F;M;2;1;1;52.53;
Australia;49;F;S;1;0;0;49.15;
Canada;26;F;S;0;0;1;50.03;
United States;32;M;S;1;0;0;47.46;
United States;44;M;M;3;1;1;55.74;
Australia;31;M;M;0;0;0;46.38;
United Kingdom;34;F;S;2;0;0;48.69;
Germany;36;F;M;0;2;1;48.56;
United States;30;M;S;3;0;1;54.62;
Australia;39;M;S;3;0;1;58.16;
United Kingdom;55;M;M;0;2;0;50.83;
Australia;31;F;M;1;0;0;48.96;
United Kingdom;41;F;M;3;0;0;51.71;
United States;57;M;M;1;2;1;48.43;
United States;50;M;M;1;2;1;56.32;
United Kingdom;36;M;S;0;0;0;52.55;
Canada;46;F;M;2;0;1;51.77;
United States;24;F;M;1;0;0;45.77;
United Kingdom;47;M;S;1;0;1;57.54;
Australia;40;F;S;2;0;1;51.62;
Australia;56;M;M;0;2;0;52.84;
United States;62;F;M;2;2;1;51.12;
Australia;47;M;S;0;0;1;56.09;
United States;38;M;S;1;0;0;53.63;
Australia;50;F;S;0;0;0;48.42;
United States;65;F;S;2;1;0;50.61;
Australia;31;M;M;0;0;1;50.71;
Australia;24;M;S;1;0;1;52.38;
United States;30;F;S;1;0;0;51.48;
France;58;M;S;0;1;0;46.79;
Australia;28;M;S;1;0;0;53.87;
Canada;40;M;M;0;1;1;51.63;
France;38;F;M;0;2;1;47.03;
France;33;F;S;0;0;0;49.34;
United States;44;M;S;1;0;1;54.5;
Australia;37;F;M;1;2;1;49.86;
France;31;M;S;2;0;1;47.74;
Australia;24;M;S;1;0;1;53;
United Kingdom;47;F;M;2;2;1;51.54;
France;42;M;M;2;2;0;59.43;
Germany;40;M;S;1;0;0;50.57;
United States;37;F;M;3;2;1;50.61;
United States;54;F;S;1;0;0;53.99;
Australia;42;M;M;1;2;1;53.62;
Australia;55;F;M;0;2;0;49.61;
Australia;43;M;M;3;1;0;56.3;
Australia;44;F;M;1;2;1;48.97;
Germany;33;M;M;2;2;1;48.36;
United States;25;F;S;0;0;0;52.37;
United Kingdom;50;M;M;1;1;0;53.6;
United States;34;F;S;2;0;0;51.7;
Germany;47;F;M;0;2;0;45.72;
United States;45;M;M;0;1;1;58.01;
United Kingdom;41;M;M;2;1;0;51.09;
Australia;47;F;S;1;0;0;49.84;
United States;61;F;M;1;2;0;47.21;
United Kingdom;59;M;S;0;1;1;51.04;
United Kingdom;36;M;S;0;0;1;53.22;
Australia;44;M;M;2;2;1;54.11;
France;52;F;M;0;2;0;45.54;
France;47;F;M;1;1;0;45.69;
Australia;60;F;M;1;2;0;49;
United States;56;F;M;0;2;1;48.48;
United States;25;F;S;1;0;0;50.43;
United States;54;M;S;1;0;1;53.79;
United States;49;M;M;1;2;0;48.85;
United States;39;M;M;1;2;1;52.32;
United Kingdom;36;M;M;0;2;1;52.17;
France;35;M;S;0;0;1;53.36;
Australia;34;M;M;0;2;1;51.09;
United States;29;M;M;2;0;0;49.81;
Canada;40;F;M;0;2;1;53.54;
Australia;31;F;M;0;0;0;47.62;
United States;34;M;S;3;0;0;53.67;
United States;71;M;M;1;2;1;52.52;
United States;66;F;M;3;2;1;51.26;
Australia;47;F;S;2;0;1;52.15;
Germany;37;M;S;0;0;1;47.97;
Australia;63;F;M;0;2;1;48.85;
United States;66;F;M;1;2;1;54.2;
United States;28;F;S;2;0;0;51.99;
United States;66;F;M;2;2;1;54.79;
United States;43;M;M;3;1;1;63.17;
United States;32;F;S;2;0;1;51.17;
United States;31;F;M;2;0;1;49.6;
Australia;30;F;M;1;0;1;50.05;
United States;31;F;S;1;0;0;55.1;
United States;36;F;S;3;0;1;50.62;
United States;36;M;M;1;2;1;54.85;
United States;40;M;M;0;2;0;50.5;
United States;30;M;S;2;0;0;50.49;
United States;48;M;M;0;2;0;49.33;
United States;50;F;S;1;0;0;47.06;
United States;41;M;S;0;0;0;49.07;
Germany;51;M;S;2;0;1;54.41;
United States;31;M;M;3;0;1;51.96;
United States;44;F;S;2;0;1;52.23;
Germany;51;M;M;1;2;1;55.59;
United States;59;M;M;1;2;0;48.17;
France;50;M;S;2;0;1;58.52;
Australia;29;M;S;3;0;1;52.97;
United States;71;F;S;2;1;0;52.82;
United States;27;F;S;2;0;0;52.39;
France;30;M;S;1;0;1;51.81;
Australia;58;F;M;1;2;0;48.51;
United States;30;F;S;1;0;0;53.88;
United States;64;F;S;2;1;0;53.47;
Canada;57;M;M;1;2;0;49.46;
Canada;39;M;M;2;0;1;52.98;
France;25;F;M;2;0;1;48.65;
United States;42;F;S;2;0;0;53.45;
Canada;46;F;M;2;2;1;55.12;
United Kingdom;33;F;S;1;0;0;48.19;
United States;45;F;M;2;0;0;51.59;
United States;27;F;S;0;0;1;47.89;
United States;49;M;M;1;2;0;57.82;
Germany;42;M;M;3;2;1;58.79;
Australia;28;M;M;0;0;1;50.25;
Canada;29;F;S;1;0;0;49.58;
United Kingdom;24;M;M;1;0;0;47.99;
United States;43;M;S;1;0;0;52.72;
Germany;36;F;S;0;0;1;51.34;
France;58;M;S;0;1;1;48.32;
Australia;28;F;S;0;0;1;52.61;
United States;46;M;M;0;2;0;54.94;
United Kingdom;33;M;S;2;0;1;52.45;
Canada;46;M;S;1;0;1;54.65;
Australia;67;F;S;2;1;0;54.09;
France;33;F;S;1;0;0;52.72;
United States;26;F;M;0;0;0;49.6;
France;53;F;M;0;2;0;45.99;
United Kingdom;36;F;M;2;1;0;49.7;
United States;59;F;M;0;2;1;51.52;
United States;35;F;M;2;2;0;51.5;
Germany;26;M;S;1;0;1;53.24;
United States;39;F;S;3;0;0;51.68;
France;34;M;M;2;2;1;51.19;
United Kingdom;56;F;S;1;0;0;50.54;
France;37;F;M;2;1;1;53.75;
Canada;40;M;S;0;0;1;53.94;
Germany;62;M;M;1;2;1;55.01;
United States;43;F;M;1;2;0;45.94;
United Kingdom;29;M;S;2;0;1;52.01;
Germany;59;F;S;0;1;1;50.97;
United States;32;M;S;1;0;1;52.83;
United States;28;F;M;0;0;1;48.91;
Germany;58;M;M;2;2;1;54.31;
Canada;32;M;M;3;1;1;50.05;
Canada;59;F;M;1;2;1;52.38;
France;35;M;M;3;0;1;52.44;
United States;38;M;S;1;0;1;59.16;
United States;54;F;M;1;2;1;48.13;
Germany;31;M;S;1;0;0;47.27;
United Kingdom;58;M;M;2;2;1;55.36;
Canada;49;M;M;2;2;1;62.8;
Australia;39;F;M;2;2;1;52.85;
United States;54;F;S;2;0;1;52.65;
United States;26;F;M;1;0;0;48.93;
Australia;26;M;S;0;0;1;51.94;
United States;34;M;S;2;0;1;47.72;
United States;58;M;M;0;2;0;47.92;
Germany;34;M;S;3;0;1;52.43;
United States;41;M;M;2;1;1;59.21;
United States;24;M;S;0;0;0;53.26;
United States;44;F;M;1;2;1;54.11;
United States;64;M;M;0;2;1;55.58;
Australia;55;F;M;1;2;0;47.19;
Germany;28;F;S;1;0;0;50.21;
United States;31;F;M;2;0;1;50.92;
United States;58;F;M;0;2;1;49.99;
United States;40;F;M;0;2;1;53.62;
United States;37;F;M;1;1;1;48.28;
France;66;F;M;2;2;1;55.14;
Canada;47;M;M;1;1;0;51.65;
United States;47;F;S;1;0;0;52.38;
Australia;37;F;S;2;0;1;52.29;
Australia;25;F;M;2;0;1;51.47;
Australia;28;F;S;1;0;0;49.69;
United States;63;F;M;2;2;1;52.73;
Australia;34;M;M;1;1;1;51.7;
Australia;34;F;M;1;2;0;52.44;
United States;48;F;S;1;0;0;51.77;
United States;49;M;M;3;2;1;59.25;
United States;44;M;S;0;0;0;45.54;
Canada;32;F;M;0;2;0;46.02;
Australia;29;M;M;2;0;1;50.17;
Australia;46;M;S;3;0;1;59.27;
United States;51;M;M;2;2;1;61.29;
United States;39;F;M;2;2;1;54.8;
Germany;37;M;M;2;2;1;55.83;
Australia;35;F;S;1;0;0;56.1;
United Kingdom;30;F;M;0;0;1;48.82;
United States;35;F;S;1;0;0;50.53;
United States;55;F;M;0;2;1;49.82;
Australia;55;F;M;1;2;0;46.41;
United Kingdom;31;F;M;3;0;1;49.66;
United States;25;F;S;1;0;0;46.69;
United States;27;M;S;0;0;1;52.74;
Australia;33;F;S;0;0;0;49.87;
Australia;37;M;M;2;0;1;51.96;
France;52;F;M;1;2;0;46.68;
United States;33;M;M;1;1;1;51.71;
Australia;34;F;S;2;0;1;51.6;
Germany;37;F;S;1;0;0;51.42;
United States;48;F;M;0;2;1;51.68;
United States;37;F;S;1;0;0;53.56;
United States;42;M;S;1;0;0;57.89;
United States;62;M;M;1;2;1;45.76;
United States;41;F;S;1;0;0;50.68;
United States;43;F;S;3;0;1;54.25;
Canada;41;M;M;1;2;1;52.01;
United States;65;F;M;1;2;0;45.96;
Australia;45;F;S;2;0;1;47.6;
Germany;39;F;S;3;0;1;52.97;
Canada;33;F;M;1;2;1;48.57;
France;35;M;S;1;0;1;53.63;
United States;35;F;M;1;1;1;50;
France;45;M;M;3;2;1;61.03;
United States;39;M;M;0;2;1;52.85;
France;31;M;S;0;0;0;45.35;
United States;45;M;S;1;0;1;53.92;
Germany;39;F;M;0;1;0;50.24;
United States;36;F;S;2;0;1;54.11;
Canada;49;F;M;0;2;1;48.9;
Canada;49;F;M;0;2;1;50;
France;30;F;M;0;0;1;48.34;
United States;29;F;S;1;0;0;49.62;
United States;56;F;S;2;0;0;53.65;
Australia;29;M;S;1;0;1;53.85;
France;54;F;M;2;2;1;47.9;
Germany;47;M;M;2;2;1;50.51;
United States;53;F;S;3;0;1;53.94;
Canada;45;M;S;0;0;1;57.75;
United States;35;F;M;1;1;1;53.51;
United Kingdom;42;M;M;3;2;1;52.11;
Canada;45;F;S;3;0;1;55.84;
United States;24;F;S;1;0;0;53.36;
United Kingdom;36;F;S;0;0;1;52.52;
United States;39;F;S;1;0;0;51.99;
United Kingdom;25;M;S;1;0;0;50.52;
Germany;60;M;S;2;1;0;51.42;
United States;36;M;M;0;1;0;45.87;
United Kingdom;48;M;M;1;2;0;58.15;
Germany;33;M;S;2;0;0;51.73;
Australia;40;F;S;1;0;0;45.6;
United States;29;M;S;1;0;0;50.74;
Canada;50;F;S;1;0;0;48.82;
Australia;34;F;M;0;1;0;48.49;
United States;38;M;M;0;1;1;54.02;
United States;26;M;M;3;0;1;51.16;
Australia;44;F;S;0;0;0;47.23;
Canada;55;F;M;2;1;1;51.33;
United States;41;F;M;1;2;1;51.83;
United States;31;M;M;0;0;0;45.04;
United States;39;M;S;1;0;1;50.57;
Canada;34;M;M;2;2;1;53.09;
United States;35;M;M;2;0;0;51.68;
United States;37;M;S;1;0;0;50.51;
United States;43;F;M;1;1;0;48.69;
France;48;M;M;0;2;1;51.97;
United States;30;F;S;0;0;0;47.79;
United States;24;M;M;0;0;1;49.32;
United States;25;M;M;2;0;1;48.4;
United States;24;M;M;1;0;0;48.42;
France;52;M;S;1;0;1;54.39;
United Kingdom;35;M;M;1;1;0;50.34;
Canada;57;M;S;2;1;1;52.36;
United States;30;M;S;1;0;0;50.4;
Australia;59;M;M;1;2;1;48.17;
United Kingdom;62;M;S;2;1;0;54.76;
United States;49;F;M;1;2;1;48.99;
France;31;M;S;0;0;1;50.62;
Australia;39;M;S;2;0;1;61.59;
France;49;M;S;0;0;1;55.41;
United States;50;M;M;2;2;0;51.47;
France;34;F;S;1;0;0;46.86;
United States;36;M;M;1;2;1;54.25;
United States;64;M;M;2;2;1;54.49;
United States;29;F;S;0;0;1;48.52;
Australia;64;F;M;3;2;1;53.42;
United States;40;M;S;3;0;1;62.59;
United States;47;M;M;2;2;1;61.9;
United Kingdom;30;F;S;1;0;0;48.87;
Canada;26;M;S;0;0;0;46.15;
United Kingdom;54;F;M;0;2;1;49.58;
United States;49;F;M;0;1;0;45.67;
Australia;58;M;M;1;2;1;49.9;
United States;36;F;S;0;0;1;49.14;
Germany;49;M;S;1;0;0;57.68;
Australia;46;M;M;1;1;0;56.97;
Australia;39;F;S;0;0;1;51.52;
United States;53;F;M;0;2;1;49.43;
Australia;57;F;M;0;2;1;48.58;
United Kingdom;29;M;S;2;0;1;50.14;
United States;31;F;S;1;0;0;52.14;
Germany;59;F;M;2;2;0;50;
Germany;31;F;S;2;0;0;50.33;
United States;63;M;S;1;1;1;53.46;
France;50;F;M;0;1;1;48.58;
United States;36;F;S;2;0;1;52.16;
France;58;F;S;3;1;1;50.68;
United States;56;M;M;1;2;0;56.31;
United States;56;M;S;1;0;0;50.23;
Canada;56;M;M;0;2;1;55.06;
United States;45;M;M;2;2;1;53.56;
Australia;35;M;M;2;0;1;52.26;
Canada;51;F;S;3;0;0;49.95;
United States;28;F;M;0;0;1;46.03;
